id,baseline_price,recommended_price,price_uplift,action,nearest_event,event_date,distance_to_event_km,event_category
18076615,92.0,69.31990893941482,-22.680091060585184,DISCOUNT,Howard University Bison Football vs. Richmond Spiders Football,2026-05-17,5.241257924641035,Sports
18085124,145.0,117.3632755894275,-27.636724410572498,DISCOUNT,Juvenile’s Boiling Point Album Release Tour w/ The 400 Degreez Band,2026-04-17,0.8725962020481055,Music
18096306,136.0,105.94901018590733,-30.050989814092674,DISCOUNT,"JOSH THOMAS: JIGGLE, JIGGLE",2026-10-15,1.9122384862611037,Arts & Theatre
18105893,124.0,108.61959044157803,-15.380409558421974,DISCOUNT,Washington Nationals vs New York Yankees: Marvel's Captain America Bobblehead,2026-07-10,2.1070642600849885,Sports
18123048,69.0,85.24630410336452,16.246304103364523,RAISE,Howard University Bison Football vs. Richmond Spiders Football,2026-05-17,0.744611159905018,Sports
18172755,148.0,153.7570402722083,5.757040272208286,HOLD,Juvenile’s Boiling Point Album Release Tour w/ The 400 Degreez Band,2026-04-17,0.3739649394513006,Music
18254897,121.0,138.34287769500145,17.342877695001448,RAISE,Men At Work,2026-09-20,0.5640561502931491,Music
18265537,62.0,72.94465250024848,10.94465250024848,RAISE,Howard University Bison Football vs. Richmond Spiders Football,2026-05-17,4.835174826061616,Sports
18281120,108.0,120.79036467666116,12.790364676661156,RAISE,Men At Work,2026-09-20,0.5629935042180741,Music
18288362,69.0,89.7,20.700000000000003,RAISE,Bluey's Big Play - The Stage Show,2026-06-24,1.2949492644062373,Arts & Theatre
18313133,127.0,95.6374833477826,-31.362516652217394,DISCOUNT,Men At Work,2026-09-20,1.416049315497623,Music
18313435,132.0,98.01474190193704,-33.98525809806296,DISCOUNT,Bluey's Big Play - The Stage Show,2026-06-24,1.3847861033287765,Arts & Theatre
18346849,87.0,60.9,-26.1,DISCOUNT,Howard University Bison Football vs. Richmond Spiders Football,2026-05-17,7.370580451769848,Sports
18347212,81.0,86.30629419870198,5.306294198701977,RAISE,Howard University Bison Football vs. Richmond Spiders Football,2026-05-17,7.170406821864039,Sports
18359146,226.0,158.2,-67.80000000000001,DISCOUNT,Washington Nationals vs New York Yankees: Marvel's Captain America Bobblehead,2026-07-10,0.946863424096891,Sports
18408563,129.0,167.70000000000002,38.70000000000002,RAISE,Vans Warped Tour DC,2026-06-13,0.798308746883086,Music
18409075,280.0,196.0,-84.0,DISCOUNT,Men At Work,2026-09-20,1.4185626635030542,Music
18471909,126.0,115.364972736737,-10.635027263262998,DISCOUNT,Washington Nationals vs New York Yankees: Marvel's Captain America Bobblehead,2026-07-10,0.5782381212377751,Sports
18506294,144.0,162.37402328557692,18.374023285576925,RAISE,Juvenile’s Boiling Point Album Release Tour w/ The 400 Degreez Band,2026-04-17,1.041393844570656,Music
18509858,60.0,78.0,18.0,RAISE,Men At Work,2026-09-20,1.41214328633012,Music
18516830,48.0,62.400000000000006,14.400000000000006,RAISE,Howard University Bison Football vs. Richmond Spiders Football,2026-05-17,1.9450973919287,Sports
18547083,143.0,168.25030466040192,25.250304660401923,RAISE,Juvenile’s Boiling Point Album Release Tour w/ The 400 Degreez Band,2026-04-17,0.5780447352088512,Music
18566562,135.0,127.93587756543381,-7.064122434566187,DISCOUNT,Men At Work,2026-09-20,1.2293669094630513,Music
18598439,76.0,98.8,22.799999999999997,RAISE,Bluey's Big Play - The Stage Show,2026-06-24,1.2949492644062373,Arts & Theatre
18636769,77.0,84.09765211626747,7.097652116267469,RAISE,Washington Mystics vs. New York Liberty,2026-05-10,0.3210114469101743,Sports
18689667,112.0,145.6,33.599999999999994,RAISE,Juvenile’s Boiling Point Album Release Tour w/ The 400 Degreez Band,2026-04-17,0.4314389609731611,Music
18746031,97.0,110.06430073203879,13.064300732038788,RAISE,Washington Nationals vs New York Yankees: Marvel's Captain America Bobblehead,2026-07-10,1.1908874804561187,Sports
18778039,258.0,180.6,-77.4,DISCOUNT,Washington Mystics vs. New York Liberty,2026-05-10,1.7428909671287107,Sports
18791414,511.0,371.0918234220899,-139.90817657791013,DISCOUNT,Fulton Lee - Sing With Me Tour 2026,2026-06-17,0.2627952061671825,Music
18793592,97.0,126.10000000000001,29.10000000000001,RAISE,Men At Work,2026-09-20,0.2900481412659336,Music
18823279,117.0,81.89999999999999,-35.10000000000001,DISCOUNT,Juvenile’s Boiling Point Album Release Tour w/ The 400 Degreez Band,2026-04-17,0.6103813484047829,Music
18826674,117.0,128.36023675319694,11.360236753196943,RAISE,Bluey's Big Play - The Stage Show,2026-06-24,0.7641848815471934,Arts & Theatre
18868200,120.0,136.64384362114032,16.64384362114032,RAISE,Vans Warped Tour DC,2026-06-13,0.2482404074583569,Music
18872794,133.0,93.1,-39.900000000000006,DISCOUNT,Juvenile’s Boiling Point Album Release Tour w/ The 400 Degreez Band,2026-04-17,0.6038189607811904,Music
18895758,120.0,156.0,36.0,RAISE,Zainab Johnson,2026-06-06,0.514127619986384,Arts & Theatre
18913122,132.0,127.84102028304348,-4.158979716956523,HOLD,Men At Work,2026-09-20,1.8796791356020317,Music
18914687,168.0,158.29605334634454,-9.703946653655464,DISCOUNT,Washington Nationals vs New York Yankees: Marvel's Captain America Bobblehead,2026-07-10,1.2838325869733105,Sports
18949151,115.0,121.60761537231508,6.607615372315081,RAISE,Bluey's Big Play - The Stage Show,2026-06-24,1.2949492644062373,Arts & Theatre
19011416,146.0,176.78069574556392,30.780695745563918,RAISE,Men At Work,2026-09-20,1.7549559453387966,Music
19038305,152.0,183.60979934690948,31.609799346909483,RAISE,Washington Nationals vs New York Yankees: Marvel's Captain America Bobblehead,2026-07-10,1.236506108198139,Sports
19056913,87.0,92.21426486207496,5.214264862074955,RAISE,Vans Warped Tour DC,2026-06-13,2.467311478908384,Music
19070844,159.0,161.1650366257324,2.165036625732398,HOLD,Washington Nationals vs New York Yankees: Marvel's Captain America Bobblehead,2026-07-10,1.279249451943682,Sports
19082321,60.0,56.285377056250915,-3.7146229437490845,DISCOUNT,Howard University Bison Football vs. Richmond Spiders Football,2026-05-17,2.080493494160638,Sports
19085033,70.0,59.2744222666926,-10.725577733307396,DISCOUNT,Howard University Bison Football vs. Richmond Spiders Football,2026-05-17,1.996971718123806,Sports
19115693,76.0,79.30311542354055,3.3031154235405467,HOLD,Diplo,2026-05-22,2.8817965861933934,Music
19142630,90.0,112.28390364542359,22.283903645423592,RAISE,Bluey's Big Play - The Stage Show,2026-06-24,1.2949492644062373,Arts & Theatre
19181932,102.0,83.43792996958751,-18.562070030412485,DISCOUNT,Diplo,2026-05-22,1.7852583049671014,Music
19205234,132.0,121.94738045130042,-10.052619548699582,DISCOUNT,Georgetown Hoyas Football vs. Holy Cross Crusaders Football,2026-11-07,3.4213637851087557,Sports
19266872,90.0,117.0,27.0,RAISE,Georgetown Hoyas Football vs. Holy Cross Crusaders Football,2026-11-07,2.6895430010031007,Sports
19315567,222.0,155.39999999999998,-66.60000000000002,DISCOUNT,Juvenile’s Boiling Point Album Release Tour w/ The 400 Degreez Band,2026-04-17,0.7236166173706183,Music
19347077,124.0,133.36938742000783,9.369387420007826,RAISE,Juvenile’s Boiling Point Album Release Tour w/ The 400 Degreez Band,2026-04-17,0.9701884372617788,Music
19381762,90.0,117.0,27.0,RAISE,Men At Work,2026-09-20,0.853308667086521,Music
19388218,160.0,159.02099613461118,-0.9790038653888189,HOLD,Washington Nationals vs New York Yankees: Marvel's Captain America Bobblehead,2026-07-10,1.495995249095032,Sports
19404156,77.0,70.93725734025945,-6.06274265974055,DISCOUNT,Howard University Bison Football vs. Richmond Spiders Football,2026-05-17,3.6326294224703815,Sports
19405358,201.0,177.6179283063023,-23.382071693697696,DISCOUNT,Washington Nationals vs New York Yankees: Marvel's Captain America Bobblehead,2026-07-10,0.2835946201150259,Sports
19429471,45.0,54.29481760026619,9.294817600266192,RAISE,Howard University Bison Football vs. Richmond Spiders Football,2026-05-17,2.930541592858658,Sports
19500901,113.0,106.94683787750024,-6.0531621224997565,DISCOUNT,Washington Nationals vs New York Yankees: Marvel's Captain America Bobblehead,2026-07-10,1.8376985939738648,Sports
19503298,154.0,122.30034348921808,-31.69965651078192,DISCOUNT,Washington Nationals vs New York Yankees: Marvel's Captain America Bobblehead,2026-07-10,1.0940403486847208,Sports
19503995,144.0,114.72291409921895,-29.277085900781046,DISCOUNT,Washington Nationals vs New York Yankees: Marvel's Captain America Bobblehead,2026-07-10,1.279249451943682,Sports
19508480,82.0,67.05707671138016,-14.942923288619838,DISCOUNT,"JOSH THOMAS: JIGGLE, JIGGLE",2026-10-15,0.7926888698954012,Arts & Theatre
19552660,77.0,100.10000000000001,23.10000000000001,RAISE,Men At Work,2026-09-20,0.6812695742146466,Music
19599646,79.0,102.7,23.700000000000003,RAISE,"JOSH THOMAS: JIGGLE, JIGGLE",2026-10-15,1.0084325665862697,Arts & Theatre
19642299,268.0,325.32438464136925,57.32438464136925,RAISE,Vans Warped Tour DC,2026-06-13,0.8200391988956851,Music
19699547,61.0,72.12968032141262,11.129680321412621,RAISE,Washington Nationals vs New York Yankees: Marvel's Captain America Bobblehead,2026-07-10,1.297873461069441,Sports
19713065,175.0,122.49999999999999,-52.500000000000014,DISCOUNT,Men At Work,2026-09-20,1.4263722012993163,Music
19767116,84.0,109.2,25.200000000000003,RAISE,Georgetown Hoyas Football vs. Holy Cross Crusaders Football,2026-11-07,3.2383342429638726,Sports
19767321,180.0,234.0,54.0,RAISE,The James Hunter Six,2026-04-19,0.6450454160179928,Music
19872890,104.0,116.22468824124803,12.224688241248032,RAISE,Bluey's Big Play - The Stage Show,2026-06-24,1.3457399220191189,Arts & Theatre
19912376,64.0,44.8,-19.200000000000003,DISCOUNT,Howard University Bison Football vs. Richmond Spiders Football,2026-05-17,6.72232133170411,Sports
19932136,97.0,126.10000000000001,29.10000000000001,RAISE,Juvenile’s Boiling Point Album Release Tour w/ The 400 Degreez Band,2026-04-17,0.8881782730249411,Music
20029578,91.0,88.54047123988173,-2.4595287601182747,HOLD,Howard University Bison Football vs. Richmond Spiders Football,2026-05-17,0.8162583893864246,Sports
20049395,358.0,343.52591824417345,-14.474081755826546,HOLD,Georgetown Hoyas Football vs. Holy Cross Crusaders Football,2026-11-07,1.1764901044238172,Sports
20125550,50.0,65.0,15.0,RAISE,Vans Warped Tour DC,2026-06-13,3.0314924925477533,Music
20138171,136.0,166.80912319056466,30.809123190564662,RAISE,Men At Work,2026-09-20,0.4607696805540655,Music
20138796,124.0,140.47278817410364,16.47278817410364,RAISE,Washington Nationals vs New York Yankees: Marvel's Captain America Bobblehead,2026-07-10,0.7308355953054227,Sports
20153702,372.0,269.15204464178225,-102.84795535821775,DISCOUNT,Washington Nationals vs New York Yankees: Marvel's Captain America Bobblehead,2026-07-10,0.8167606986509033,Sports
20166365,114.0,125.19841321958455,11.198413219584552,RAISE,Washington Nationals vs New York Yankees: Marvel's Captain America Bobblehead,2026-07-10,1.2586426680813143,Sports
20192249,180.0,172.39014467310938,-7.609855326890624,HOLD,Men At Work,2026-09-20,0.6472283282960064,Music
20213058,124.0,161.20000000000002,37.20000000000002,RAISE,Vans Warped Tour DC,2026-06-13,0.4672748349444383,Music
20217934,64.0,83.2,19.200000000000003,RAISE,Howard University Bison Football vs. Richmond Spiders Football,2026-05-17,5.115453449291933,Sports
20225499,333.0,233.1,-99.9,DISCOUNT,Men At Work,2026-09-20,1.291038278459869,Music
20253006,117.0,99.59339477357699,-17.40660522642301,DISCOUNT,Bluey's Big Play - The Stage Show,2026-06-24,1.2892627585360543,Arts & Theatre
20265888,143.0,113.05016153514117,-29.94983846485883,DISCOUNT,Washington Nationals vs New York Yankees: Marvel's Captain America Bobblehead,2026-07-10,1.322485043940358,Sports
20358943,116.0,149.4417689900023,33.44176899000229,RAISE,Vans Warped Tour DC,2026-06-13,0.5705143524928199,Music
20361292,255.0,267.7754893686419,12.7754893686419,RAISE,Men At Work,2026-09-20,1.07857281545696,Music
20403766,171.0,163.56194833654425,-7.438051663455752,HOLD,Bluey's Big Play - The Stage Show,2026-06-24,0.7582820819123393,Arts & Theatre
20437419,52.0,67.60000000000001,15.600000000000009,RAISE,Howard University Bison Football vs. Richmond Spiders Football,2026-05-17,5.036152694925527,Sports
20437717,119.0,92.52720270524878,-26.472797294751217,DISCOUNT,Bluey's Big Play - The Stage Show,2026-06-24,1.3298620327431665,Arts & Theatre
20438692,98.0,95.80241862117857,-2.1975813788214253,HOLD,Bluey's Big Play - The Stage Show,2026-06-24,1.1224949569277698,Arts & Theatre
20463668,81.0,85.59329093756287,4.59329093756287,RAISE,Washington Mystics vs. New York Liberty,2026-05-10,3.64155078958037,Sports
20534938,97.0,126.10000000000001,29.10000000000001,RAISE,Washington Nationals vs New York Yankees: Marvel's Captain America Bobblehead,2026-07-10,0.4090012513733472,Sports
20535352,93.0,97.07750480528428,4.077504805284278,HOLD,Howard University Bison Football vs. Richmond Spiders Football,2026-05-17,0.706077912979828,Sports
20538744,151.0,133.0412269512961,-17.958773048703904,DISCOUNT,Men At Work,2026-09-20,1.3148882573357554,Music
20602593,117.0,152.1,35.099999999999994,RAISE,The Rock and Roll Playhouse plays Music of Grateful Dead + More,2026-04-12,0.4381831692458911,Music
20604877,135.0,165.81079462006036,30.810794620060364,RAISE,Vans Warped Tour DC,2026-06-13,1.841035244614197,Music
20617856,106.0,122.01595777233372,16.01595777233372,RAISE,Georgetown Hoyas Football vs. Holy Cross Crusaders Football,2026-11-07,3.561102762205881,Sports
20769447,100.0,116.78940818065693,16.789408180656935,RAISE,Washington Nationals vs New York Yankees: Marvel's Captain America Bobblehead,2026-07-10,0.8028441670102117,Sports
20773444,148.0,113.05016153514119,-34.949838464858814,DISCOUNT,Washington Nationals vs New York Yankees: Marvel's Captain America Bobblehead,2026-07-10,1.2335034275301089,Sports
20779267,244.0,170.79999999999998,-73.20000000000002,DISCOUNT,Washington Nationals vs New York Yankees: Marvel's Captain America Bobblehead,2026-07-10,1.3360789982205412,Sports
20957404,85.0,110.5,25.5,RAISE,Men At Work,2026-09-20,1.3792069195452328,Music
20968665,82.0,106.60000000000001,24.60000000000001,RAISE,Men At Work,2026-09-20,0.1058006415140374,Music
20983563,335.0,331.9175982789608,-3.0824017210392185,HOLD,Juvenile’s Boiling Point Album Release Tour w/ The 400 Degreez Band,2026-04-17,0.7987425386151384,Music
21012348,164.0,115.33882541529542,-48.66117458470458,DISCOUNT,Washington Nationals vs New York Yankees: Marvel's Captain America Bobblehead,2026-07-10,1.2161081865561847,Sports
21062208,68.0,88.4,20.400000000000006,RAISE,Men At Work,2026-09-20,1.5496368985712865,Music
21103562,142.0,132.44027194830102,-9.559728051698983,DISCOUNT,The James Hunter Six,2026-04-19,0.7409184770259628,Music
21106596,118.0,109.41395620438512,-8.586043795614884,DISCOUNT,"JOSH THOMAS: JIGGLE, JIGGLE",2026-10-15,2.124506727175976,Arts & Theatre
21122879,114.0,148.20000000000002,34.20000000000002,RAISE,Washington Nationals vs New York Yankees: Marvel's Captain America Bobblehead,2026-07-10,0.9283334281081818,Sports
21134013,114.0,120.63228257685233,6.632282576852333,RAISE,Men At Work,2026-09-20,0.8024579179478558,Music
21160435,59.0,41.42621812338027,-17.573781876619726,DISCOUNT,Diplo,2026-05-22,3.475021506633041,Music
21201876,122.0,121.27435254305448,-0.7256474569455236,HOLD,Juvenile’s Boiling Point Album Release Tour w/ The 400 Degreez Band,2026-04-17,0.8728103187945309,Music
21282511,155.0,108.5,-46.5,DISCOUNT,Bluey's Big Play - The Stage Show,2026-06-24,1.2992232265632702,Arts & Theatre
21282988,272.0,194.9141430243312,-77.0858569756688,DISCOUNT,Diplo,2026-05-22,2.1417623499774887,Music
21325478,47.0,61.1,14.100000000000001,RAISE,Howard University Bison Football vs. Richmond Spiders Football,2026-05-17,0.6225329967268548,Sports
21326028,230.0,232.53563339851277,2.535633398512772,HOLD,Juvenile’s Boiling Point Album Release Tour w/ The 400 Degreez Band,2026-04-17,1.3025512799408177,Music
21368941,105.0,136.5,31.5,RAISE,Vans Warped Tour DC,2026-06-13,0.6542434090394148,Music
21392155,108.0,134.50441382001287,26.50441382001287,RAISE,Bluey's Big Play - The Stage Show,2026-06-24,0.7444568377893321,Arts & Theatre
21422900,54.0,68.06899876270576,14.06899876270576,RAISE,Washington Nationals vs New York Yankees: Marvel's Captain America Bobblehead,2026-07-10,1.3743815145515392,Sports
21436977,80.0,104.0,24.0,RAISE,Georgetown Hoyas Football vs. Holy Cross Crusaders Football,2026-11-07,0.6696965659588466,Sports
21456367,103.0,90.41483860242278,-12.585161397577224,DISCOUNT,Howard University Bison Football vs. Richmond Spiders Football,2026-05-17,1.7605434258572252,Sports
21575396,397.0,321.08437741923666,-75.91562258076334,DISCOUNT,Juvenile’s Boiling Point Album Release Tour w/ The 400 Degreez Band,2026-04-17,1.0793625588231763,Music
21662190,83.0,107.9,24.900000000000006,RAISE,Power FC vs. Lexington Sporting Club,2026-04-01,0.326095405681717,
21717185,72.0,83.43602592940162,11.436025929401623,RAISE,Howard University Bison Football vs. Richmond Spiders Football,2026-05-17,4.625334560427061,Sports
21730002,68.0,83.33247807734661,15.332478077346607,RAISE,Howard University Bison Football vs. Richmond Spiders Football,2026-05-17,4.713103069270535,Sports
21753674,60.0,78.0,18.0,RAISE,Washington Nationals vs New York Yankees: Marvel's Captain America Bobblehead,2026-07-10,0.9402162833287796,Sports
21788048,306.0,260.27648520545426,-45.723514794545736,DISCOUNT,Washington Nationals vs New York Yankees: Marvel's Captain America Bobblehead,2026-07-10,0.6528934727767556,Sports
21793152,96.0,95.96676872818081,-0.033231271819190056,HOLD,Vans Warped Tour DC,2026-06-13,2.16701721681294,Music
21879862,140.0,179.90124042964257,39.90124042964257,RAISE,Vans Warped Tour DC,2026-06-13,2.0516479567119026,Music
21885282,69.0,72.51172282010039,3.5117228201003883,RAISE,Howard University Bison Football vs. Richmond Spiders Football,2026-05-17,1.7989888397376237,Sports
21887183,98.0,90.15375988493737,-7.846240115062628,DISCOUNT,Howard University Bison Football vs. Richmond Spiders Football,2026-05-17,1.80785513151817,Sports
22115415,103.0,116.42440339015545,13.424403390155447,RAISE,Washington Nationals vs New York Yankees: Marvel's Captain America Bobblehead,2026-07-10,1.312815432070336,Sports
22120356,223.0,166.30963224229427,-56.69036775770573,DISCOUNT,Howard University Bison Football vs. Richmond Spiders Football,2026-05-17,5.282170590074597,Sports
22244228,315.0,232.24243760765756,-82.75756239234244,DISCOUNT,Howard University Bison Football vs. Richmond Spiders Football,2026-05-17,2.7055746022065112,Sports
22300841,104.0,94.58708876701166,-9.412911232988336,DISCOUNT,Howard University Bison Football vs. Richmond Spiders Football,2026-05-17,1.968759960680873,Sports
22308082,138.0,133.33780411565718,-4.662195884342822,HOLD,Washington Nationals vs New York Yankees: Marvel's Captain America Bobblehead,2026-07-10,1.2071613872887723,Sports
22325323,84.0,109.2,25.200000000000003,RAISE,Vans Warped Tour DC,2026-06-13,0.7128556091368529,Music
22375645,89.0,92.92736684826367,3.9273668482636737,HOLD,Howard University Bison Football vs. Richmond Spiders Football,2026-05-17,1.7805893518877185,Sports
22392135,111.0,132.8052077886424,21.805207788642406,RAISE,"JOSH THOMAS: JIGGLE, JIGGLE",2026-10-15,0.3209166471061542,Arts & Theatre
22416682,116.0,121.21295509163838,5.212955091638378,HOLD,Washington Nationals vs New York Yankees: Marvel's Captain America Bobblehead,2026-07-10,1.3696617587603934,Sports
22420915,87.0,113.10000000000001,26.10000000000001,RAISE,Men At Work,2026-09-20,0.827898499514944,Music
22479866,45.0,35.0,-10.0,DISCOUNT,Howard University Bison Football vs. Richmond Spiders Football,2026-05-17,5.25562426571601,Sports
22516816,115.0,116.92081946232916,1.9208194623291632,HOLD,Howard University Bison Football vs. Richmond Spiders Football,2026-05-17,5.099664482236718,Sports
22530963,89.0,90.04598195187094,1.0459819518709423,HOLD,Vans Warped Tour DC,2026-06-13,3.35589451855893,Music
22554380,140.0,182.0,42.0,RAISE,Zainab Johnson,2026-06-06,0.5761378032667883,Arts & Theatre
22568357,102.0,124.31782619543556,22.317826195435558,RAISE,Men At Work,2026-09-20,0.6145523508176072,Music
22595540,96.0,97.3150613180056,1.315061318005604,HOLD,Howard University Bison Football vs. Richmond Spiders Football,2026-05-17,1.824253619468543,Sports
22610265,99.0,122.70943741468243,23.709437414682426,RAISE,Washington Nationals vs New York Yankees: Marvel's Captain America Bobblehead,2026-07-10,0.7842970979047715,Sports
22617173,67.0,87.10000000000001,20.10000000000001,RAISE,Washington Mystics vs. New York Liberty,2026-05-10,0.3085796231216847,Sports
22618081,145.0,101.5,-43.5,DISCOUNT,Bluey's Big Play - The Stage Show,2026-06-24,1.2817968055670037,Arts & Theatre
22633189,88.0,114.4,26.400000000000006,RAISE,Men At Work,2026-09-20,0.5795342329789493,Music
22635161,77.0,73.68207867303929,-3.3179213269607146,HOLD,Bluey's Big Play - The Stage Show,2026-06-24,1.2792587766726298,Arts & Theatre
22652681,128.0,137.4637504096864,9.463750409686412,RAISE,Georgetown Hoyas Football vs. Holy Cross Crusaders Football,2026-11-07,3.960372181006103,Sports
22671304,89.0,115.7,26.700000000000003,RAISE,Men At Work,2026-09-20,0.5795342329789493,Music
22690411,178.0,160.43616326718606,-17.56383673281394,DISCOUNT,Men At Work,2026-09-20,0.6701234068164307,Music
22704423,128.0,138.70059687054567,10.700596870545667,RAISE,The James Hunter Six,2026-04-19,0.6769003253334099,Music
22705219,62.0,80.60000000000001,18.60000000000001,RAISE,Howard University Bison Football vs. Richmond Spiders Football,2026-05-17,0.8766524595037555,Sports
22743952,98.0,127.4,29.400000000000006,RAISE,Georgetown Hoyas Football vs. Holy Cross Crusaders Football,2026-11-07,4.1186017451535255,Sports
22745173,875.0,612.5,-262.5,DISCOUNT,Juvenile’s Boiling Point Album Release Tour w/ The 400 Degreez Band,2026-04-17,0.4167137243340774,Music
22784246,69.0,72.51172282010039,3.5117228201003883,RAISE,Howard University Bison Football vs. Richmond Spiders Football,2026-05-17,1.7421138226771298,Sports
22792088,90.0,117.0,27.0,RAISE,Georgetown Hoyas Football vs. Holy Cross Crusaders Football,2026-11-07,2.716874027872216,Sports
22807715,243.0,170.1,-72.9,DISCOUNT,Bluey's Big Play - The Stage Show,2026-06-24,1.295434147965442,Arts & Theatre
22812156,184.0,128.79999999999998,-55.20000000000002,DISCOUNT,Washington Nationals vs New York Yankees: Marvel's Captain America Bobblehead,2026-07-10,0.787069475489546,Sports
22833646,299.0,291.20044821734575,-7.799551782654248,HOLD,"Wizards v Heat (City Edition T-Shirt - First 15,000 Fans)",2026-04-10,1.814151047079938,Sports
22849113,56.0,72.8,16.799999999999997,RAISE,Georgetown Hoyas Football vs. Holy Cross Crusaders Football,2026-11-07,1.0078544309046036,Sports
22889193,118.0,130.84327033387535,12.843270333875353,RAISE,Georgetown Hoyas Football vs. Holy Cross Crusaders Football,2026-11-07,1.027407060373418,Sports
22907339,81.0,99.61916768732758,18.619167687327575,RAISE,Vans Warped Tour DC,2026-06-13,2.8600268981416925,Music
23076529,238.0,166.6,-71.4,DISCOUNT,Bluey's Big Play - The Stage Show,2026-06-24,1.857867781891524,Arts & Theatre
23090614,202.0,262.6,60.60000000000002,RAISE,Georgetown Hoyas Football vs. Holy Cross Crusaders Football,2026-11-07,3.958566048421559,Sports
23101507,67.0,87.10000000000001,20.10000000000001,RAISE,Vans Warped Tour DC,2026-06-13,0.7770017677403449,Music
23101522,605.0,465.05932995474905,-139.94067004525095,DISCOUNT,Georgetown Hoyas Football vs. Holy Cross Crusaders Football,2026-11-07,2.009913342103783,Sports
23139332,124.0,95.64825396703078,-28.351746032969217,DISCOUNT,Howard University Bison Football vs. Richmond Spiders Football,2026-05-17,1.457682839719404,Sports
23170552,70.0,91.0,21.0,RAISE,Howard University Bison Football vs. Richmond Spiders Football,2026-05-17,1.0096117591758154,Sports
23190741,48.0,62.400000000000006,14.400000000000006,RAISE,Vans Warped Tour DC,2026-06-13,3.420369437178861,Music
23236188,66.0,55.460708735504305,-10.539291264495695,DISCOUNT,Diplo,2026-05-22,1.9026803857657344,Music
23304101,81.0,105.3,24.299999999999997,RAISE,Zainab Johnson,2026-06-06,0.3961749460706656,Arts & Theatre
23368804,118.0,153.4,35.400000000000006,RAISE,Washington Mystics vs. New York Liberty,2026-05-10,1.2361212249975149,Sports
23380375,90.0,104.973932575252,14.973932575251993,RAISE,Howard University Bison Football vs. Richmond Spiders Football,2026-05-17,1.301533974614425,Sports
23464005,98.0,118.07628976114475,20.07628976114475,RAISE,Men At Work,2026-09-20,1.2866757845558623,Music
23478836,95.0,98.64392899776189,3.64392899776189,HOLD,Men At Work,2026-09-20,1.5889092099548965,Music
23521918,67.0,87.10000000000001,20.10000000000001,RAISE,Juvenile’s Boiling Point Album Release Tour w/ The 400 Degreez Band,2026-04-17,0.9044188299437376,Music
23522812,111.0,101.49113733035072,-9.508862669649275,DISCOUNT,Men At Work,2026-09-20,1.8500532233930944,Music
23560608,63.0,72.12968032141262,9.129680321412621,RAISE,Washington Nationals vs New York Yankees: Marvel's Captain America Bobblehead,2026-07-10,1.3150619041948992,Sports
23625381,65.0,79.35946338634193,14.359463386341929,RAISE,Howard University Bison Football vs. Richmond Spiders Football,2026-05-17,4.6606260934936525,Sports
23645709,72.0,93.60000000000001,21.60000000000001,RAISE,Georgetown Hoyas Football vs. Holy Cross Crusaders Football,2026-11-07,1.1413060662464816,Sports
23653501,55.0,63.125608774268784,8.125608774268784,RAISE,Howard University Bison Football vs. Richmond Spiders Football,2026-05-17,3.765009465752617,Sports
23654043,45.0,57.059513682580416,12.059513682580416,RAISE,Howard University Bison Football vs. Richmond Spiders Football,2026-05-17,3.775318931811357,Sports
23654380,45.0,58.5,13.5,RAISE,Howard University Bison Football vs. Richmond Spiders Football,2026-05-17,3.756719019289032,Sports
23663749,54.0,70.2,16.200000000000003,RAISE,Georgetown Hoyas Football vs. Holy Cross Crusaders Football,2026-11-07,1.1683560987824635,Sports
23670148,43.0,55.9,12.899999999999999,RAISE,Howard University Bison Football vs. Richmond Spiders Football,2026-05-17,4.022945062227575,Sports
23711210,167.0,164.72988467406967,-2.270115325930334,HOLD,Juvenile’s Boiling Point Album Release Tour w/ The 400 Degreez Band,2026-04-17,1.163487128034784,Music
23724012,104.0,132.19871604447576,28.19871604447576,RAISE,Vans Warped Tour DC,2026-06-13,0.8648189565413171,Music
23780677,89.0,104.5202418037864,15.520241803786405,RAISE,Vans Warped Tour DC,2026-06-13,2.108206127247776,Music
23791737,87.0,83.43602592940162,-3.563974070598377,HOLD,Howard University Bison Football vs. Richmond Spiders Football,2026-05-17,4.849696367616916,Sports
23855155,280.0,199.11861069107263,-80.88138930892737,DISCOUNT,Howard University Bison Football vs. Richmond Spiders Football,2026-05-17,5.169840793104249,Sports
23857828,95.0,67.9683339294506,-27.031666070549406,DISCOUNT,Diplo,2026-05-22,3.0227897694522943,Music
23862201,72.0,93.60000000000001,21.60000000000001,RAISE,Juvenile’s Boiling Point Album Release Tour w/ The 400 Degreez Band,2026-04-17,0.8785730659680672,Music
23959717,44.0,57.059513682580416,13.059513682580416,RAISE,Howard University Bison Football vs. Richmond Spiders Football,2026-05-17,3.7857926931676062,Sports
23959952,47.0,53.0549947163365,6.054994716336502,RAISE,Howard University Bison Football vs. Richmond Spiders Football,2026-05-17,3.988535130981546,Sports
23978800,95.0,123.5,28.5,RAISE,Juvenile’s Boiling Point Album Release Tour w/ The 400 Degreez Band,2026-04-17,0.5704386103068356,Music
23997894,107.0,127.53730196010869,20.537301960108692,RAISE,Vans Warped Tour DC,2026-06-13,0.9063936479635584,Music
24034008,62.0,80.60000000000001,18.60000000000001,RAISE,Howard University Bison Football vs. Richmond Spiders Football,2026-05-17,2.005453862659135,Sports
