id,baseline_price,recommended_price,price_uplift,action,nearest_event,event_date,distance_to_event_km
4730124,85.0,189.99030048772153,104.99030048772153,RAISE,Juvenile’s Boiling Point Album Release Tour w/ The 400 Degreez Band,2026-04-17,1.0112790996613148
4730309,130.0,130.49596212847982,0.49596212847981747,HOLD,Juvenile’s Boiling Point Album Release Tour w/ The 400 Degreez Band,2026-04-17,1.0175588069841566
4741982,95.0,99.78010949347654,4.7801094934765445,RAISE,Howard University Bison Football vs. Richmond Spiders Football,2026-05-17,1.709967123838458
4767589,84.0,93.27829937975635,9.278299379756348,RAISE,Diplo,2026-05-22,0.9604365734265364
4801046,120.0,114.48830049067764,-5.511699509322355,HOLD,Washington Nationals vs New York Yankees: Marvel's Captain America Bobblehead,2026-07-10,0.7176449274607736
4841217,298.0,132.35406481706312,-165.64593518293688,DISCOUNT,Washington Nationals vs New York Yankees: Marvel's Captain America Bobblehead,2026-07-10,0.4294377558653305
4848799,122.0,31.140476960511258,-90.85952303948875,DISCOUNT,Washington Nationals vs New York Yankees: Marvel's Captain America Bobblehead,2026-07-10,1.0382763772356738
4856204,180.0,250.30474789577568,70.30474789577568,RAISE,Vans Warped Tour DC,2026-06-13,0.3263720836145072
4922023,88.0,99.63227471861606,11.63227471861606,RAISE,Washington Nationals vs New York Yankees: Marvel's Captain America Bobblehead,2026-07-10,1.4715120567223408
4924193,86.0,120.05293092601337,34.052930926013374,RAISE,Bluey's Big Play - The Stage Show,2026-06-24,1.4400154273420065
4943572,97.0,358.1191706589756,261.1191706589756,RAISE,2025-26 George's Kids Club,2026-04-01,0.0782333939061544
4978586,65.0,174.2341425991393,109.23414259913929,RAISE,Howard University Bison Football vs. Richmond Spiders Football,2026-05-17,4.957735509965541
4978657,225.0,114.48830049067764,-110.51169950932236,DISCOUNT,Washington Nationals vs New York Yankees: Marvel's Captain America Bobblehead,2026-07-10,0.3988884612795169
5018679,115.0,182.08171354210262,67.08171354210262,RAISE,Men At Work,2026-09-20,0.5361648867335232
5026926,293.0,143.59807101963816,-149.40192898036184,DISCOUNT,Washington Nationals vs New York Yankees: Marvel's Captain America Bobblehead,2026-07-10,0.3733410460718492
5030765,304.0,162.88815784825897,-141.11184215174103,DISCOUNT,"JOSH THOMAS: JIGGLE, JIGGLE",2026-10-15,1.7775038253936903
5030785,164.0,133.77838731929842,-30.221612680701583,DISCOUNT,"JOSH THOMAS: JIGGLE, JIGGLE",2026-10-15,1.8695755103860128
5066458,254.0,206.55483822930944,-47.44516177069056,DISCOUNT,Juvenile’s Boiling Point Album Release Tour w/ The 400 Degreez Band,2026-04-17,1.2890535091577096
5076606,203.0,206.54583764829584,3.5458376482958442,HOLD,Men At Work,2026-09-20,1.0632906827664943
5082818,266.0,180.3624157490209,-85.6375842509791,DISCOUNT,Juvenile’s Boiling Point Album Release Tour w/ The 400 Degreez Band,2026-04-17,1.5865858277206992
5089725,150.0,182.08171354210262,32.08171354210262,RAISE,Men At Work,2026-09-20,1.1538590865423803
5111311,77.0,102.18716659962809,25.187166599628085,RAISE,Vans Warped Tour DC,2026-06-13,1.475679806443082
5145487,290.0,-1007.667978208219,-1297.667978208219,DISCOUNT,"JOSH THOMAS: JIGGLE, JIGGLE",2026-10-15,0.9444619048556258
5156582,77.0,60.644688687276336,-16.355311312723664,DISCOUNT,Diplo,2026-05-22,1.6816722508635875
5262416,111.0,135.00523176754686,24.00523176754686,RAISE,Juvenile’s Boiling Point Album Release Tour w/ The 400 Degreez Band,2026-04-17,0.7288392528048423
