id,latitude,longitude,price,bedrooms,accommodates,room_type,neighbourhood_cleansed,review_scores_rating,minimum_nights,nearest_event,event_date,event_category,distance_to_event_km,temp_avg_c,precipitation_mm,is_outdoor_season,is_peak_summer
789373245192106837,38.91747,-77.07249,,,2,Private room,"Cathedral Heights, McLean Gardens, Glover Park",4.92,1,Georgetown Hoyas Football vs. Holy Cross Crusaders Football,2026-11-07,Sports,0.5041364663366745,9.7,85.0,0.0,0.0
790109452827895532,38.91588,-77.04314,84.0,1.0,2,Private room,"Dupont Circle, Connecticut Avenue/K Street",4.71,1,Men At Work,2026-09-20,Music,1.2356480263928862,22.1,90.0,1.0,0.0
790579933994548476,38.90550013459861,-76.97634412814955,104.0,2.0,6,Entire home/apt,"Ivy City, Arboretum, Trinidad, Carver Langston",4.81,1,Diplo,2026-05-22,Music,1.624382618792305,19.9,104.0,1.0,0.0
790614204985923474,38.8815013,-76.9954697,98.0,1.0,4,Entire home/apt,"Capitol Hill, Lincoln Park",4.82,2,Washington Nationals vs New York Yankees: Marvel's Captain America Bobblehead,2026-07-10,Sports,0.26296730942036967,27.1,94.0,1.0,1.0
792762345994835829,38.93517,-77.05742,85.0,0.0,2,Entire home/apt,"Cleveland Park, Woodley Park, Massachusetts Avenue Heights, Woodland-Normanstone Terrace",4.63,31,Georgetown Hoyas Football vs. Holy Cross Crusaders Football,2026-11-07,Sports,2.842552320098251,9.7,85.0,0.0,0.0
793340556582425474,38.89932,-76.99261,231.0,3.0,6,Entire home/apt,"Union Station, Stanton Park, Kingman Park",4.95,3,Washington Nationals vs New York Yankees: Marvel's Captain America Bobblehead,2026-07-10,Sports,1.9259196601732034,27.1,94.0,1.0,1.0
794074062514979473,38.92775915105646,-76.97099148968424,360.0,3.0,6,Entire home/apt,"Brookland, Brentwood, Langdon",4.97,4,Diplo,2026-05-22,Music,0.8936932046141889,19.9,104.0,1.0,0.0
794346620334764847,38.8290506125191,-77.01197980889597,165.0,2.0,3,Private room,"Congress Heights, Bellevue, Washington Highlands",,31,Washington Mystics vs. New York Liberty,2026-05-10,Sports,2.6778208458075867,19.9,104.0,1.0,0.0
795215883064586701,38.95578,-77.08555,133.0,1.0,2,Entire home/apt,"Friendship Heights, American University Park, Tenleytown",4.94,2,Georgetown Hoyas Football vs. Holy Cross Crusaders Football,2026-11-07,Sports,4.625947640411001,9.7,85.0,0.0,0.0
795659565038971270,38.91045931011392,-77.02389139399644,99.0,1.0,3,Private room,"Shaw, Logan Circle",4.71,1,Juvenile’s Boiling Point Album Release Tour w/ The 400 Degreez Band,2026-04-17,Music,0.5915631201294267,14.8,82.0,1.0,0.0
795679765254658376,38.8989019,-76.9191403,1829.0,1.0,2,Private room,"Deanwood, Burrville, Grant Park, Lincoln Heights, Fairmont Heights",4.81,1,Vans Warped Tour DC,2026-06-13,Music,4.8861196412828445,24.5,91.0,1.0,0.0
795701413990605097,38.897668711390175,-76.91911239176989,2000.0,1.0,2,Private room,"Deanwood, Burrville, Grant Park, Lincoln Heights, Fairmont Heights",4.69,1,Vans Warped Tour DC,2026-06-13,Music,4.860114489575988,24.5,91.0,1.0,0.0
796452318670977342,38.90368101773865,-77.00037240333143,274.0,1.0,4,Entire home/apt,"Union Station, Stanton Park, Kingman Park",5.0,1,"JOSH THOMAS: JIGGLE, JIGGLE",2026-10-15,Arts & Theatre,1.7536927091733214,15.7,82.0,1.0,0.0
798155964061303611,38.9128169,-77.0062683,,1.0,2,Entire home/apt,"Edgewood, Bloomingdale, Truxton Circle, Eckington",4.67,2,Juvenile’s Boiling Point Album Release Tour w/ The 400 Degreez Band,2026-04-17,Music,1.3123866383791971,14.8,82.0,1.0,0.0
799852922837107153,38.89814395841553,-76.91996227084213,1829.0,1.0,2,Private room,"Deanwood, Burrville, Grant Park, Lincoln Heights, Fairmont Heights",4.74,1,Vans Warped Tour DC,2026-06-13,Music,4.798625351337408,24.5,91.0,1.0,0.0
800181822934835120,38.93048020623535,-77.02338862838258,,4.0,6,Entire home/apt,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",4.94,1,Howard University Bison Football vs. Richmond Spiders Football,2026-05-17,Sports,0.9769328211654259,19.9,104.0,1.0,0.0
800976771451888851,38.9552412,-76.99232169999999,79.0,0.0,2,Entire home/apt,"Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",4.94,1,Diplo,2026-05-22,Music,4.2817786983167565,19.9,104.0,1.0,0.0
801598406710766729,38.9237745,-76.9933731,,1.0,3,Entire home/apt,"Brookland, Brentwood, Langdon",4.91,2,Diplo,2026-05-22,Music,1.831029939065984,19.9,104.0,1.0,0.0
802134437202625242,38.91886969999999,-77.0334628,87.0,1.0,2,Entire home/apt,"Howard University, Le Droit Park, Cardozo/Shaw",4.5,31,Men At Work,2026-09-20,Music,0.41989663066723104,22.1,90.0,1.0,0.0
802413556960929968,38.89994871116251,-76.98895591191561,270.0,3.0,8,Entire home/apt,"Union Station, Stanton Park, Kingman Park",4.91,2,Vans Warped Tour DC,2026-06-13,Music,1.748187772083355,24.5,91.0,1.0,0.0
802517363318720514,38.98423727843896,-77.02706558536796,99.0,1.0,3,Entire home/apt,"Colonial Village, Shepherd Park, North Portal Estates",4.94,2,Howard University Bison Football vs. Richmond Spiders Football,2026-05-17,Sports,6.936333727155695,19.9,104.0,1.0,0.0
802827984952720787,38.96229,-77.01644,168.0,3.0,6,Entire home/apt,"Takoma, Brightwood, Manor Park",4.21,2,Howard University Bison Football vs. Richmond Spiders Football,2026-05-17,Sports,4.479499705263883,19.9,104.0,1.0,0.0
803374537537139984,38.92780896183957,-77.0283742270143,54.0,1.0,1,Private room,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",,31,Howard University Bison Football vs. Richmond Spiders Football,2026-05-17,Sports,0.9634031524633696,19.9,104.0,1.0,0.0
803663323804213929,38.933983853302976,-77.02712408470896,83.0,1.0,4,Entire home/apt,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",4.88,2,Howard University Bison Football vs. Richmond Spiders Football,2026-05-17,Sports,1.4581657380970494,19.9,104.0,1.0,0.0
804351363487128554,38.899966,-76.97400107,,3.0,10,Entire home/apt,"Ivy City, Arboretum, Trinidad, Carver Langston",4.38,2,Vans Warped Tour DC,2026-06-13,Music,1.196590136291045,24.5,91.0,1.0,0.0
806028161257135899,38.9301844,-77.0238617,,2.0,4,Entire home/apt,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",4.63,1,Howard University Bison Football vs. Richmond Spiders Football,2026-05-17,Sports,0.9590971966072298,19.9,104.0,1.0,0.0
806470605153916990,38.89627,-76.98482,111.0,1.0,4,Entire home/apt,"Union Station, Stanton Park, Kingman Park",4.74,3,Vans Warped Tour DC,2026-06-13,Music,1.2085681329080022,24.5,91.0,1.0,0.0
806520151770018043,38.88997487896338,-76.98730625396726,111.0,1.0,3,Entire home/apt,"Capitol Hill, Lincoln Park",4.9,3,Washington Nationals vs New York Yankees: Marvel's Captain America Bobblehead,2026-07-10,Sports,0.9942025639747187,27.1,94.0,1.0,1.0
806590293406870588,38.9257483,-77.0252534,116.0,2.0,6,Entire home/apt,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",4.89,3,Howard University Bison Football vs. Richmond Spiders Football,2026-05-17,Sports,0.6093756981894571,19.9,104.0,1.0,0.0
807449957031099554,38.90746034150581,-77.00967443449036,82.0,1.0,3,Entire home/apt,"Edgewood, Bloomingdale, Truxton Circle, Eckington",4.69,3,"JOSH THOMAS: JIGGLE, JIGGLE",2026-10-15,Arts & Theatre,1.189496011484951,15.7,82.0,1.0,0.0
809375587908301106,38.94318348254267,-77.00451089356373,100.0,0.0,2,Entire home/apt,"Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",4.96,1,Howard University Bison Football vs. Richmond Spiders Football,2026-05-17,Sports,2.700066802521892,19.9,104.0,1.0,0.0
809482320165475163,38.901976362314045,-76.95242553187502,38.0,1.0,2,Private room,"Mayfair, Hillbrook, Mahaning Heights",4.67,31,Vans Warped Tour DC,2026-06-13,Music,2.360015508684964,24.5,91.0,1.0,0.0
810147788411911751,38.89171924949791,-76.91249599650324,50.0,1.0,2,Private room,"Deanwood, Burrville, Grant Park, Lincoln Heights, Fairmont Heights",4.9,2,Vans Warped Tour DC,2026-06-13,Music,5.348289293714158,24.5,91.0,1.0,0.0
810253777752999022,38.91636069400746,-77.01855421449609,306.0,2.0,6,Entire home/apt,"Howard University, Le Droit Park, Cardozo/Shaw",4.91,3,Zainab Johnson,2026-06-06,Arts & Theatre,0.24596630542273537,24.5,91.0,1.0,0.0
811116822778074226,38.91562220328108,-77.03149143396891,177.0,1.0,4,Entire home/apt,"Howard University, Le Droit Park, Cardozo/Shaw",4.96,1,Men At Work,2026-09-20,Music,0.29298285971750687,22.1,90.0,1.0,0.0
811644757312429919,38.90376056494088,-77.0206720306339,146.0,1.0,6,Entire home/apt,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",4.92,1,"JOSH THOMAS: JIGGLE, JIGGLE",2026-10-15,Arts & Theatre,0.3497383794627538,15.7,82.0,1.0,0.0
811759783492864348,38.92850370991973,-76.98005538921937,,1.0,3,Entire home/apt,"Brookland, Brentwood, Langdon",5.0,3,Diplo,2026-05-22,Music,1.1481368022670095,19.9,104.0,1.0,0.0
812056865895468974,38.9034401,-77.01598609999996,209.0,1.0,2,Entire home/apt,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",,31,"JOSH THOMAS: JIGGLE, JIGGLE",2026-10-15,Arts & Theatre,0.4837587270608792,15.7,82.0,1.0,0.0
812625459036748232,38.909405,-77.087219,,1.0,2,Entire home/apt,"Spring Valley, Palisades, Wesley Heights, Foxhall Crescent, Foxhall Village, Georgetown Reservoir",4.5,31,Georgetown Hoyas Football vs. Holy Cross Crusaders Football,2026-11-07,Sports,1.0548613831389788,9.7,85.0,0.0,0.0
813008764581620348,38.91396665105611,-77.014224468279,98.0,1.0,2,Private room,"Edgewood, Bloomingdale, Truxton Circle, Eckington",5.0,30,Juvenile’s Boiling Point Album Release Tour w/ The 400 Degreez Band,2026-04-17,Music,0.612899744585516,14.8,82.0,1.0,0.0
813113814483719073,38.95592,-76.99287,117.0,3.0,6,Entire home/apt,"Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",4.91,21,Diplo,2026-05-22,Music,4.369855217068285,19.9,104.0,1.0,0.0
813967113144445019,38.95668819999999,-77.0294256,341.0,4.0,9,Entire home/apt,"Brightwood Park, Crestwood, Petworth",4.81,3,Howard University Bison Football vs. Richmond Spiders Football,2026-05-17,Sports,3.9315329401492027,19.9,104.0,1.0,0.0
814681885923473248,38.8974,-76.93062,106.0,1.0,4,Entire home/apt,"Deanwood, Burrville, Grant Park, Lincoln Heights, Fairmont Heights",4.36,1,Vans Warped Tour DC,2026-06-13,Music,3.8807063879807138,24.5,91.0,1.0,0.0
814820081305426143,38.91132,-77.01958,542.0,4.0,12,Entire home/apt,"Shaw, Logan Circle",4.99,3,Juvenile’s Boiling Point Album Release Tour w/ The 400 Degreez Band,2026-04-17,Music,0.4629779031942346,14.8,82.0,1.0,0.0
815285575684021886,38.940313976469135,-77.02185352027816,37.0,1.0,1,Private room,"Brightwood Park, Crestwood, Petworth",4.74,15,Howard University Bison Football vs. Richmond Spiders Football,2026-05-17,Sports,2.0316582658443156,19.9,104.0,1.0,0.0
815287069962726500,38.93864794151199,-77.02205686319796,46.0,1.0,1,Private room,"Brightwood Park, Crestwood, Petworth",4.85,9,Howard University Bison Football vs. Richmond Spiders Football,2026-05-17,Sports,1.8486537524098532,19.9,104.0,1.0,0.0
815353907687597230,38.9289905,-76.9715295,68.0,1.0,2,Entire home/apt,"Brookland, Brentwood, Langdon",4.85,6,Diplo,2026-05-22,Music,1.0226272873610396,19.9,104.0,1.0,0.0
815436500271094806,38.89286,-76.99192,110.0,1.0,4,Entire home/apt,"Union Station, Stanton Park, Kingman Park",4.9,2,Washington Nationals vs New York Yankees: Marvel's Captain America Bobblehead,2026-07-10,Sports,1.2086198881219081,27.1,94.0,1.0,1.0
815838733640998265,38.91432930000001,-77.0436469,,,2,Entire home/apt,"Dupont Circle, Connecticut Avenue/K Street",5.0,31,Men At Work,2026-09-20,Music,1.3130742292550186,22.1,90.0,1.0,0.0
815880102214310762,38.89714,-76.99744,107.0,0.0,2,Entire home/apt,"Union Station, Stanton Park, Kingman Park",4.96,1,Washington Nationals vs New York Yankees: Marvel's Captain America Bobblehead,2026-07-10,Sports,1.7369355292575086,27.1,94.0,1.0,1.0
815889710176714082,38.92045603068468,-77.04303766441802,75.0,1.0,2,Private room,"Kalorama Heights, Adams Morgan, Lanier Heights",5.0,31,Men At Work,2026-09-20,Music,1.2617616793758217,22.1,90.0,1.0,0.0
816137803342655346,38.9814764747253,-77.05464563343483,151.0,2.0,4,Entire home/apt,"Hawthorne, Barnaby Woods, Chevy Chase",4.97,3,Howard University Bison Football vs. Richmond Spiders Football,2026-05-17,Sports,7.25040315493472,19.9,104.0,1.0,0.0
816782581093950668,38.91315,-76.97264,187.0,3.0,6,Entire home/apt,"Ivy City, Arboretum, Trinidad, Carver Langston",4.76,2,Diplo,2026-05-22,Music,0.7450071687802468,19.9,104.0,1.0,0.0
817241216602337770,38.9084481136704,-77.02344670830473,,2.0,4,Entire home/apt,"Shaw, Logan Circle",4.75,31,Juvenile’s Boiling Point Album Release Tour w/ The 400 Degreez Band,2026-04-17,Music,0.7900876455548594,14.8,82.0,1.0,0.0
817936705500784936,38.957085,-77.013872,288.0,4.0,8,Entire home/apt,"Takoma, Brightwood, Manor Park",4.81,1,Howard University Bison Football vs. Richmond Spiders Football,2026-05-17,Sports,3.92605758933977,19.9,104.0,1.0,0.0
818867778112155658,38.9094636,-77.0276938,114.0,1.0,2,Entire home/apt,"Shaw, Logan Circle",4.61,1,The James Hunter Six,2026-04-19,Music,0.6714764588393984,14.8,82.0,1.0,0.0
818937374450675251,38.89833,-76.99591,116.0,1.0,4,Entire home/apt,"Union Station, Stanton Park, Kingman Park",4.93,2,Washington Nationals vs New York Yankees: Marvel's Captain America Bobblehead,2026-07-10,Sports,1.839641186991037,27.1,94.0,1.0,1.0
818959138653311538,38.93529,-77.04333,,2.0,4,Entire home/apt,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",4.68,2,Men At Work,2026-09-20,Music,2.3442641456568887,22.1,90.0,1.0,0.0
820415867856177821,38.95673,-77.08838,,4.0,7,Entire home/apt,"Friendship Heights, American University Park, Tenleytown",4.92,2,Georgetown Hoyas Football vs. Holy Cross Crusaders Football,2026-11-07,Sports,4.774221125181646,9.7,85.0,0.0,0.0
821648683482386521,38.87766432636751,-77.00691918495345,345.0,2.0,4,Entire home/apt,"Near Southeast, Navy Yard",4.64,1,Foo Fighters: TAKE COVER TOUR 2026,2026-08-17,Music,0.5198469208693716,26.2,99.0,1.0,1.0
823153810496717500,38.90804311833406,-76.98552166137696,92.0,1.0,4,Entire home/apt,"Ivy City, Arboretum, Trinidad, Carver Langston",4.95,1,Diplo,2026-05-22,Music,1.712095794657237,19.9,104.0,1.0,0.0
823695573612745201,38.8949683,-77.0232515,195.0,0.0,2,Entire home/apt,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",,31,Glow Block Party: Chris Lake,2026-04-18,Music,0.2160749800769068,14.8,82.0,1.0,0.0
824658860502140263,38.937985589289895,-77.06604288804522,150.0,1.0,4,Entire home/apt,"Cleveland Park, Woodley Park, Massachusetts Avenue Heights, Woodland-Normanstone Terrace",4.71,2,Georgetown Hoyas Football vs. Holy Cross Crusaders Football,2026-11-07,Sports,2.760349930435364,9.7,85.0,0.0,0.0
824666833816270500,38.9385328982704,-77.02229432813685,51.0,1.0,1,Private room,"Brightwood Park, Crestwood, Petworth",4.85,10,Howard University Bison Football vs. Richmond Spiders Football,2026-05-17,Sports,1.8380286947812452,19.9,104.0,1.0,0.0
824722945761587061,38.92884,-76.96831,122.0,2.0,4,Entire home/apt,"Woodridge, Fort Lincoln, Gateway",4.87,2,Diplo,2026-05-22,Music,1.073161363918018,19.9,104.0,1.0,0.0
824722949247608594,38.92909,-76.96862,78.0,1.0,2,Entire home/apt,"Woodridge, Fort Lincoln, Gateway",4.94,2,Diplo,2026-05-22,Music,1.0898795724252175,19.9,104.0,1.0,0.0
825658918748738181,38.8844343,-77.00104859999999,126.0,1.0,4,Entire home/apt,"Capitol Hill, Lincoln Park",4.93,1,Washington Nationals vs New York Yankees: Marvel's Captain America Bobblehead,2026-07-10,Sports,0.787898051610392,27.1,94.0,1.0,1.0
826013624321470263,38.88736143339358,-76.99039102953725,153.0,1.0,4,Entire home/apt,"Capitol Hill, Lincoln Park",4.99,3,Washington Nationals vs New York Yankees: Marvel's Captain America Bobblehead,2026-07-10,Sports,0.6234850266474404,27.1,94.0,1.0,1.0
826098895680371129,38.91058,-77.02431,102.0,1.0,3,Private room,"Shaw, Logan Circle",4.39,1,Juvenile’s Boiling Point Album Release Tour w/ The 400 Degreez Band,2026-04-17,Music,0.5953863863471627,14.8,82.0,1.0,0.0
826128902779941555,38.87895176924904,-76.98774767885027,28.0,1.0,6,Shared room,"Capitol Hill, Lincoln Park",4.6,1,Washington Nationals vs New York Yankees: Marvel's Captain America Bobblehead,2026-07-10,Sports,0.5330152764414817,27.1,94.0,1.0,1.0
826132514420263068,38.877605888290255,-76.98923552189777,34.0,1.0,5,Shared room,"Capitol Hill, Lincoln Park",4.14,1,Washington Nationals vs New York Yankees: Marvel's Captain America Bobblehead,2026-07-10,Sports,0.5644314354325932,27.1,94.0,1.0,1.0
826149906455594614,38.87739,-76.98875,28.0,1.0,6,Shared room,"Capitol Hill, Lincoln Park",4.67,1,Washington Nationals vs New York Yankees: Marvel's Captain America Bobblehead,2026-07-10,Sports,0.6067423095930977,27.1,94.0,1.0,1.0
827056116466295385,38.948691151725306,-76.98987435721666,73.0,0.0,3,Entire home/apt,"North Michigan Park, Michigan Park, University Heights",4.98,2,Diplo,2026-05-22,Music,3.5301966891086085,19.9,104.0,1.0,0.0
827632609833651669,38.94399,-77.07234,50.0,5.0,1,Private room,"Friendship Heights, American University Park, Tenleytown",,31,Georgetown Hoyas Football vs. Holy Cross Crusaders Football,2026-11-07,Sports,3.2828555987178576,9.7,85.0,0.0,0.0
828547829758826274,38.926611972640224,-77.02593953487956,,,2,Private room,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",4.9,1,Howard University Bison Football vs. Richmond Spiders Football,2026-05-17,Sports,0.7183176423999854,19.9,104.0,1.0,0.0
829068275734010045,38.91483669458946,-77.02520756952697,144.0,2.0,3,Entire home/apt,"Howard University, Le Droit Park, Cardozo/Shaw",4.79,3,Zainab Johnson,2026-06-06,Arts & Theatre,0.35850536870652666,24.5,91.0,1.0,0.0
829685023665161801,38.9092002,-76.9848562,57.0,1.0,2,Private room,"Ivy City, Arboretum, Trinidad, Carver Langston",4.83,3,Diplo,2026-05-22,Music,1.5769489010958928,19.9,104.0,1.0,0.0
829688459942817652,38.90357245040371,-76.98828091040248,137.0,1.0,2,Entire home/apt,"Ivy City, Arboretum, Trinidad, Carver Langston",5.0,2,Vans Warped Tour DC,2026-06-13,Music,2.008826899107604,24.5,91.0,1.0,0.0
830044372643831810,38.858,-76.98644,,1.0,1,Private room,"Sheridan, Barry Farm, Buena Vista",,2,Washington Mystics vs. New York Liberty,2026-05-10,Sports,1.306521926567021,19.9,104.0,1.0,0.0
830548807496260445,38.8905,-76.99297,125.0,1.0,2,Entire home/apt,"Capitol Hill, Lincoln Park",4.96,2,Washington Nationals vs New York Yankees: Marvel's Captain America Bobblehead,2026-07-10,Sports,0.9460319197675051,27.1,94.0,1.0,1.0
832575170502952054,38.90804,-76.98681,,3.0,8,Entire home/apt,"Ivy City, Arboretum, Trinidad, Carver Langston",4.89,2,Diplo,2026-05-22,Music,1.7859558990186255,19.9,104.0,1.0,0.0
832751318351096159,38.918191774736655,-76.99999945583286,218.0,2.0,4,Entire home/apt,"Edgewood, Bloomingdale, Truxton Circle, Eckington",5.0,31,Howard University Bison Football vs. Richmond Spiders Football,2026-05-17,Sports,1.7837768172848782,19.9,104.0,1.0,0.0
833334824948777840,38.85958059627553,-76.95261766883694,93.0,1.0,2,Entire home/apt,"Fairfax Village, Naylor Gardens, Hillcrest, Summit Park",4.94,2,Washington Mystics vs. New York Liberty,2026-05-10,Sports,3.6236275267584146,19.9,104.0,1.0,0.0
833995694105703464,38.91575368520855,-77.04705843857353,120.0,1.0,2,Entire home/apt,"Kalorama Heights, Adams Morgan, Lanier Heights",5.0,31,Men At Work,2026-09-20,Music,1.5737282182664416,22.1,90.0,1.0,0.0
834112398656712577,38.9378482,-77.0222843,85.0,1.0,2,Entire home/apt,"Brightwood Park, Crestwood, Petworth",4.89,2,Howard University Bison Football vs. Richmond Spiders Football,2026-05-17,Sports,1.7622617250344035,19.9,104.0,1.0,0.0
834149648339150696,38.9131774,-77.0387519,,1.0,2,Entire home/apt,"Dupont Circle, Connecticut Avenue/K Street",4.89,31,Men At Work,2026-09-20,Music,0.9661698293583983,22.1,90.0,1.0,0.0
834218717621718258,38.9238125,-77.0796053,500.0,2.0,4,Entire home/apt,"Cathedral Heights, McLean Gardens, Glover Park",5.0,31,Georgetown Hoyas Football vs. Holy Cross Crusaders Football,2026-11-07,Sports,1.036131232996359,9.7,85.0,0.0,0.0
834269019137848281,38.908664,-77.0644851,146.0,2.0,4,Entire home/apt,"Georgetown, Burleith/Hillandale",4.65,1,Georgetown Hoyas Football vs. Holy Cross Crusaders Football,2026-11-07,Sports,1.2815422699696701,9.7,85.0,0.0,0.0
834821683025181663,38.913153,-77.0127902,377.0,3.0,8,Entire home/apt,"Edgewood, Bloomingdale, Truxton Circle, Eckington",4.91,3,Juvenile’s Boiling Point Album Release Tour w/ The 400 Degreez Band,2026-04-17,Music,0.7575201145281698,14.8,82.0,1.0,0.0
834852217716406105,38.92498847736605,-77.10288354825185,,1.0,2,Entire home/apt,"Spring Valley, Palisades, Wesley Heights, Foxhall Crescent, Foxhall Village, Georgetown Reservoir",4.95,14,Georgetown Hoyas Football vs. Holy Cross Crusaders Football,2026-11-07,Sports,2.5066335338548997,9.7,85.0,0.0,0.0
835264141860902146,38.95574968572258,-76.99210005201563,106.0,3.0,8,Entire home/apt,"Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",5.0,31,Diplo,2026-05-22,Music,4.326375843553846,19.9,104.0,1.0,0.0
835387696346765859,38.89731702031128,-76.94011047565314,73.0,2.0,4,Entire home/apt,"Mayfair, Hillbrook, Mahaning Heights",4.96,1,Vans Warped Tour DC,2026-06-13,Music,3.085632188969568,24.5,91.0,1.0,0.0
835429821043032052,38.8882351,-76.98801139999999,,1.0,2,Entire home/apt,"Capitol Hill, Lincoln Park",5.0,3,Washington Nationals vs New York Yankees: Marvel's Captain America Bobblehead,2026-07-10,Sports,0.7947457612438145,27.1,94.0,1.0,1.0
836141667456499006,38.90457953667989,-77.05825407301637,270.0,2.0,6,Entire home/apt,"Georgetown, Burleith/Hillandale",4.79,3,Bluey's Big Play - The Stage Show,2026-06-24,Arts & Theatre,0.9199897606821312,24.5,91.0,1.0,0.0
836310930415164392,38.95960257070125,-77.03712820378549,,1.0,4,Entire home/apt,"Brightwood Park, Crestwood, Petworth",4.82,1,Howard University Bison Football vs. Richmond Spiders Football,2026-05-17,Sports,4.425483921901748,19.9,104.0,1.0,0.0
836406929215378546,38.96234733375039,-77.00061235115648,176.0,3.0,6,Entire home/apt,"Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",4.5,2,Howard University Bison Football vs. Richmond Spiders Football,2026-05-17,Sports,4.779006901570329,19.9,104.0,1.0,0.0
836989547274059172,38.9173198457482,-77.01156335932367,117.0,3.0,6,Entire home/apt,"Edgewood, Bloomingdale, Truxton Circle, Eckington",4.87,1,Juvenile’s Boiling Point Album Release Tour w/ The 400 Degreez Band,2026-04-17,Music,0.8541802586740169,14.8,82.0,1.0,0.0
837000965240627857,38.91933,-77.01003,74.0,1.0,4,Entire home/apt,"Edgewood, Bloomingdale, Truxton Circle, Eckington",4.85,1,Howard University Bison Football vs. Richmond Spiders Football,2026-05-17,Sports,0.9156208766645609,19.9,104.0,1.0,0.0
837202989708630825,38.88721,-76.99776,129.0,2.0,4,Entire home/apt,"Capitol Hill, Lincoln Park",4.92,1,Washington Nationals vs New York Yankees: Marvel's Captain America Bobblehead,2026-07-10,Sports,0.7368171431569557,27.1,94.0,1.0,1.0
838234355400005587,38.90099439999999,-77.04957859999999,,1.0,2,Entire home/apt,"West End, Foggy Bottom, GWU",,31,Bluey's Big Play - The Stage Show,2026-06-24,Arts & Theatre,0.07404346272561335,24.5,91.0,1.0,0.0
838463237828208781,38.8531038,-76.96706549999999,180.0,4.0,12,Entire home/apt,"Woodland/Fort Stanton, Garfield Heights, Knox Hill",4.69,2,Washington Mystics vs. New York Liberty,2026-05-10,Sports,2.197442581290196,19.9,104.0,1.0,0.0
838686093736867926,38.87759553115392,-76.93533345215569,150.0,1.0,2,Entire home/apt,"Capitol View, Marshall Heights, Benning Heights",3.25,1,Vans Warped Tour DC,2026-06-13,Music,3.6039495887192063,24.5,91.0,1.0,0.0
839835992541464126,38.91043730368967,-77.02749509113185,,2.0,5,Entire home/apt,"Shaw, Logan Circle",4.93,14,Juvenile’s Boiling Point Album Release Tour w/ The 400 Degreez Band,2026-04-17,Music,0.7750851307811726,14.8,82.0,1.0,0.0
839842059620624393,38.8702186,-76.9819837,68.0,1.0,4,Entire home/apt,"Twining, Fairlawn, Randle Highlands, Penn Branch, Fort Davis Park, Fort Dupont",4.8,1,Washington Nationals vs New York Yankees: Marvel's Captain America Bobblehead,2026-07-10,Sports,1.5952818479343798,27.1,94.0,1.0,1.0
839868263034540103,38.94534302288552,-77.0258659092332,72.0,1.0,3,Entire home/apt,"Brightwood Park, Crestwood, Petworth",4.52,1,Howard University Bison Football vs. Richmond Spiders Football,2026-05-17,Sports,2.6338878873078286,19.9,104.0,1.0,0.0
840142940538587740,38.888376318262026,-76.92658893946233,55.0,1.0,2,Private room,"Capitol View, Marshall Heights, Benning Heights",4.75,2,Vans Warped Tour DC,2026-06-13,Music,4.122392128625029,24.5,91.0,1.0,0.0
840609331258164902,38.91245,-77.02204,93.0,1.0,3,Private room,"Shaw, Logan Circle",4.71,1,Juvenile’s Boiling Point Album Release Tour w/ The 400 Degreez Band,2026-04-17,Music,0.3287752820382376,14.8,82.0,1.0,0.0
840678119954377843,38.8959505,-76.97848069999999,83.0,1.0,2,Entire home/apt,"Union Station, Stanton Park, Kingman Park",4.76,2,Vans Warped Tour DC,2026-06-13,Music,0.8362030046039658,24.5,91.0,1.0,0.0
840874289101839772,38.8912668,-76.9360672,95.0,0.0,2,Entire home/apt,"Capitol View, Marshall Heights, Benning Heights",4.86,5,Vans Warped Tour DC,2026-06-13,Music,3.3088900054418873,24.5,91.0,1.0,0.0
840943195846923973,38.917789639985,-77.02905649104005,,1.0,2,Private room,"Howard University, Le Droit Park, Cardozo/Shaw",4.71,1,Men At Work,2026-09-20,Music,0.04368376954946005,22.1,90.0,1.0,0.0
840944892622439698,38.917771291407554,-77.03017008942865,100.0,1.0,16,Shared room,"Howard University, Le Droit Park, Cardozo/Shaw",4.58,1,Men At Work,2026-09-20,Music,0.10996703508120895,22.1,90.0,1.0,0.0
840945926296392811,38.91776,-77.03027,,,2,Private room,"Howard University, Le Droit Park, Cardozo/Shaw",4.67,1,Men At Work,2026-09-20,Music,0.11758982315567776,22.1,90.0,1.0,0.0
